file,n_issues,n_unique_rules,rule__one-contract-per-file,rule__use-natspec,rule__gas-indexed-events,rule__explicit-types,rule__reason-string,rule__gas-small-strings,rule__max-states-count,rule__immutable-vars-naming,rule__gas-strict-inequalities,rule__not-rely-on-time,rule__func-name-mixedcase,rule__no-inline-assembly,rule__gas-increment-by-one,rule__UNKNOWN_RULE,sev__Warning,sev__UNKNOWN_SEV,rule__var-name-mixedcase,rule__state-visibility,rule__interface-starts-with-i,rule__const-name-snakecase,rule__visibility-modifier-order,rule__function-max-lines,rule__quotes,rule__avoid-low-level-calls,sev__Error,rule__no-empty-blocks,rule__avoid-call-value,rule__contract-name-capwords,rule__gas-custom-errors,rule__no-complex-fallback,rule__gas-calldata-parameters
0x7713dd9ca933848f6819f38b8352d9a15ea73f67.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x07c87cfe096c417212eab4152d365f0f7dc6fce4.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x189564397643d9e6173a002f1ba98da7d40a0fa6.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x912ce59144191c1204e64559fe8253a0e49e6548.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xfceb31a79f71ac9cbdcf853519c1b12d379edc46.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xfd70de6b91282d8017aa4e741e9ae325cab992d8.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xb68443ee3e828bad1526b3e0bdf2dfc6b1975ec4.solhint.json,96,10,1.0,50.0,2.0,0.0,10.0,13.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0
0xdc035d45d973e3ec169d2276ddab16f1e407384f.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x071dc669be57c1b3053f746db20cb3bf54383aea.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xf403c135812408bfbe8713b5a23a04b3d48aae31.solhint.json,598,15,1.0,527.0,4.0,1.0,7.0,11.0,1.0,2.0,13.0,0.0,17.0,0.0,3.0,1.0,597.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
0x33a34eab3ee892d40420507b820347b1ca2201c4.solhint.json,96,10,1.0,50.0,2.0,0.0,10.0,13.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0
0x0d8a21f2ea15269b7470c347083ee1f85e6a723b.solhint.json,351,16,1.0,192.0,16.0,92.0,5.0,6.0,0.0,0.0,6.0,2.0,0.0,1.0,1.0,1.0,328.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,22.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
0x37922c69b08babcceae735a31235c81f1d1e8e43.solhint.json,351,16,1.0,192.0,16.0,92.0,5.0,6.0,0.0,0.0,6.0,2.0,0.0,1.0,1.0,1.0,328.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,22.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
0xd9f5e9589016da862d2abce980a5a5b99a94f3e8.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xc2edad668740f1aa35e4d8f227fb8e17dca888cd.solhint.json,277,12,1.0,203.0,7.0,8.0,16.0,27.0,0.0,0.0,10.0,1.0,0.0,1.0,1.0,1.0,276.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0x486af39519b4dc9a7fccd318217352830e8ad9b4.solhint.json,988,19,1.0,380.0,63.0,427.0,13.0,13.0,2.0,0.0,9.0,1.0,2.0,1.0,0.0,1.0,987.0,1.0,0.0,5.0,2.0,10.0,48.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0xba12222222228d8ba445958a75a0704d566bf2c8.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x944d1727d0b656f497e74044ff589871c330334f.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x784efeb622244d2348d4f2522f8860b96fbece89.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x873339a8214657175d9b128ddd57a2f2c23256fa.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x6c247b1f6182318877311737bac0844baa518f5e.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x397ff1542f962076d0bfe58ea045ffa2d347aca0.solhint.json,351,16,1.0,192.0,16.0,92.0,5.0,6.0,0.0,0.0,6.0,2.0,0.0,1.0,1.0,1.0,328.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,22.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
0xfb0e378b3ed6d7f8b73230644d945e28fd7f7b03.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xe55e3b62005a2035d48ac0c41a5a9c799f04892c.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x72283a76a0ddbb63c713f911f8568440f0b77804.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0c880f6761f1af8d9aa9c466984b80dab9a8c9e8.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x2a002054a06546bb5a264d57a81347e23af91d18.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x888888888889758f76e7103c6cbf23abbf58f946.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xfd36e2c2a6789db23113685031d7f16329158384.solhint.json,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0xff970a61a04b1ca14834a43f5de4533ebddb5cc8.solhint.json,65,8,1.0,41.0,2.0,0.0,7.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0x5d409e56d886231adaf00c8775665ad0f9897b56.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x9c4ec768c28520b50860ea7a15bd7213a9ff58bf.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2.solhint.json,261,10,1.0,172.0,4.0,65.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,260.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0x9e382e5f78b06631e4109b5d48151f2b3f326df0.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x65c79fcb50ca1594b025960e539ed7a9a6d434a3.solhint.json,69,8,1.0,51.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,68.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x07282f2ceebd7a65451fcd268b364300d9e6d7f5.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x4556c4488cc16d5e9552cc1a99a529c1392e4fe9.solhint.json,351,16,1.0,192.0,16.0,92.0,5.0,6.0,0.0,0.0,6.0,2.0,0.0,1.0,1.0,1.0,328.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,22.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
0xdf4d3272ffae8036d9a2e1626df2db5863b4b302.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xc5f0f7b66764f6ec8c8dff7ba683102295e16409.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x529c513dde7968e19e79e38ff94d36e4c3c21eb7.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x59968008a703dc13e6beaeced644bdce4ee45d13.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xaeb318360f27748acb200ce616e389a6c9409a07.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x2c80d72af9ab0bb9d98f607c817c6f512dd647e6.solhint.json,351,16,1.0,192.0,16.0,92.0,5.0,6.0,0.0,0.0,6.0,2.0,0.0,1.0,1.0,1.0,328.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,22.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
0x5d3a536e4d6dbd6114cc1ead35777bab948e3643.solhint.json,511,13,1.0,279.0,43.0,168.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,510.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0xd7d455d387d7840f56c65bb08ad639de9244e463.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xf8b3fa720a9cd8abeed5a81f11f80cd8f93e6b57.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b.solhint.json,585,18,1.0,178.0,50.0,275.0,14.0,13.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,584.0,1.0,0.0,8.0,4.0,6.0,18.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0x8315bcbc2c5c1ef09b71731ab3827b0808a2d6bd.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c.solhint.json,65,6,0.0,43.0,4.0,11.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x31fc01529419ee9623afc5b65d7d72102d116e90.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x787bdeaa29a253e40feb35026c3d05c18cbca7b3.solhint.json,96,10,1.0,50.0,2.0,0.0,10.0,13.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0
0x8f73b65b4caaf64fba2af91cc5d4a2a1318e5d8c.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xc11b1268c1a384e55c48c2391d8d480264a3a7f4.solhint.json,577,16,1.0,157.0,47.0,293.0,14.0,13.0,1.0,0.0,5.0,0.0,0.0,2.0,1.0,1.0,576.0,1.0,0.0,8.0,3.0,6.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xa26da78fe6c8d4ba2f1779fd36aed994a8a50bee.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x7788a3538c5fc7f9c7c8a74eac4c898fc8d87d92.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x3fe65692bfcd0e6cf84cb1e7d24108e434a7587e.solhint.json,569,14,1.0,495.0,6.0,5.0,7.0,11.0,1.0,0.0,7.0,7.0,17.0,0.0,6.0,1.0,565.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0x992ec6a490a4b7f256bd59e63746951d98b29be9.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x309d8cf8f7c3340b50ff0ef457075a3c5792203f.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x14496b405d62c24f91f04cda1c69dc526d56fde5.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x2c7118c4c88b9841fcf839074c26ae8f035f2921.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xb0aa68d8a0d56ae7276ab9e0e017965a67320c60.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63.solhint.json,87,13,1.0,29.0,4.0,15.0,6.0,19.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,86.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xc40febf5a33b8c92b187d9be0fd3fe0ac2e4b07c.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xc0d4ceb216b3ba9c3701b291766fdcba977cec3a.solhint.json,248,15,1.0,191.0,2.0,3.0,14.0,20.0,0.0,0.0,5.0,1.0,0.0,1.0,5.0,1.0,246.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0xa07c5b74c9b40447a954e1466938b865b6bbea36.solhint.json,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0x8729438eb15e2c8b576fcc6aecda6a148776c0f5.solhint.json,73,11,0.0,11.0,4.0,17.0,5.0,21.0,0.0,0.0,5.0,2.0,0.0,1.0,2.0,1.0,72.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x8fcb1783bf4b71a51f702af0c266729c4592204a.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x5ef30b9986345249bc32d8928b7ee64de9435e39.solhint.json,155,7,1.0,90.0,0.0,56.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,154.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x3afdc9bca9213a35503b077a6072f3d0d5ab0840.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x82af49447d8a07e3bd95bd0d56f35241523fbab1.solhint.json,65,8,1.0,41.0,2.0,0.0,7.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0xa660c9aaa46b696df01768e1d2d88ce2d5293778.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x940098b108fb7d0a7e374f6eded7760787464609.solhint.json,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
